id,number,artist,title,genre,year,artwork_path
8014,CD 203 16,Middle of the road,Everybody loves a winner,,1976,
8015,CD 204 1,Grant & Forsyth,He's out of my life,Country,1991,
8016,CD 204 2,Grant & Forsyth,(Don't stay) For the sake of the children,Country,1991,
8017,CD 204 3,Grant & Forsyth,"Medley: Your cheating heart, Send me the pillow, Wichita lineman, He'll have to go",Country,1991,
8018,CD 204 4,Grant & Forsyth,Stay (G. Kooymans),Country,1991,
8019,CD 204 5,Grant & Forsyth,It ain't easy,Country,1991,
8020,CD 204 6,Grant & Forsyth,"I am, I said",Country,1991,
8021,CD 204 7,Grant & Forsyth,Without you,Country,1991,
8022,CD 204 8,Grant & Forsyth,"Medley: Rose garden, Rhinestone cowboy, It hurts to be in love, When will I beloved",Country,1991,
8023,CD 204 9,Grant & Forsyth,Talking in your sleep,Country,1991,
8024,CD 204 10,Grant & Forsyth,(When you were) Sweet sixteen,Country,1991,
8025,CD 204 11,Grant & Forsyth,Turning over new leaves,Country,1991,
8026,CD 204 12,Grant & Forsyth,Soul on fire,Country,1991,
8027,CD 205 1,Mike Oldfield,Crises,,1993,
8028,CD 205 2,Mike Oldfield,Moonlight shadow,,1993,
8029,CD 205 3,Mike Oldfield,In high places,,1993,
8030,CD 205 4,Mike Oldfield,Foreign affair,,1993,
8031,CD 205 5,Mike Oldfield,Taurus 3,,1993,
8032,CD 205 6,Mike Oldfield,Shadow on the wall,,1993,
8033,CD 206 1,Sarah Brightman,La Lune,,2000,
8034,CD 206 2,Sarah Brightman,Winter in July,,2000,
8035,CD 206 3,Sarah Brightman,Scarborough fair,,2000,
8036,CD 206 4,Sarah Brightman,Figlio Perduto,,2000,
8037,CD 206 5,Sarah Brightman,A whiter shade of pale,,2000,
8038,CD 206 6,Sarah Brightman,He doesn't see me,,2000,
8039,CD 206 7,Sarah Brightman,Serenade,,2000,
8040,CD 206 8,Sarah Brightman,How fair this place,,2000,
8041,CD 206 9,Sarah Brightman,Hijo de la Luna,,2000,
8042,CD 206 10,Sarah Brightman,Here with me,,2000,
8043,CD 206 11,Sarah Brightman,La Califfa,,2000,
8044,CD 206 12,Sarah Brightman,This love,,2000,
8045,CD 206 13,Sarah Brightman,Solo con te,,2000,
8046,CD 206 14,Sarah Brightman,Gloomy Sunday,,2000,
8047,CD 206 15,Sarah Brightman,La Luna,,2000,
8048,CD 207 1,New kids on the Block,Tonight,,1990,
8049,CD 207 2,New kids on the Block,Hold on,,1990,
8050,CD 207 3,New kids on the Block,Don't give up on me,,1990,
8051,CD 208 1 1,"Dubliners, the",The rose,"Celtic, Irish",2022,
8052,CD 208 1 2,"Dubliners, the",Eileen Óg,"Celtic, Irish",2022,
8053,CD 208 1 3,"Dubliners, the","Jigs: The fisherman's lilt, Tobin's fancy, Peggy's jig","Celtic, Irish",2022,
8054,CD 208 1 4,"Dubliners, the",The death of the bear,"Celtic, Irish",2022,
8055,CD 208 1 5,"Dubliners, the",The Galway shawl,"Celtic, Irish",2022,
8056,CD 208 1 6,"Dubliners, the",Jockey to the fair,"Celtic, Irish",2022,
8057,CD 208 1 7,"Dubliners, the",The pool song,"Celtic, Irish",2022,
8058,CD 208 1 8,"Dubliners, the",Barley and grape rag,"Celtic, Irish",2022,
8059,CD 208 1 9,"Dubliners, the",I'm asking you sergeant where's mine,"Celtic, Irish",2022,
8060,CD 208 1 10,"Dubliners, the",The stone outside Dan Murphy's door,"Celtic, Irish",2022,
8061,CD 208 1 11,"Dubliners, the",Flowers of Normandy,"Celtic, Irish",2022,
8062,CD 208 1 12,"Dubliners, the",Phil the Fluter's ball,"Celtic, Irish",2022,
8063,CD 208 1 13,"Dubliners, the",Bantry girl's lament,"Celtic, Irish",2022,
8064,CD 208 1 14,"Dubliners, the",Will the circle be unbroken,"Celtic, Irish",2022,
8065,CD 208 1 15,"Dubliners, the",The auld triangle,"Celtic, Irish",2022,
8066,CD 208 2 1,"Dubliners, the",Sands of Sudan,"Celtic, Irish",2022,
8067,CD 208 2 2,"Dubliners, the",The Manchester rambler,"Celtic, Irish",2022,
8068,CD 208 2 3,"Dubliners, the",Drag that fiddle,"Celtic, Irish",2022,
8069,CD 208 2 4,"Dubliners, the",The call and the answer,"Celtic, Irish",2022,
8070,CD 208 2 5,"Dubliners, the",Boots of Spanish leather,"Celtic, Irish",2022,
8071,CD 208 2 6,"Dubliners, the","Hornpipes: The Tailor's twist, Ryan's hornpipe","Celtic, Irish",2022,
8072,CD 208 2 7,"Dubliners, the",I'll tell me ma,"Celtic, Irish",2022,
8073,CD 208 2 8,"Dubliners, the",Sweet Thames flow softly,"Celtic, Irish",2022,
8074,CD 208 2 9,"Dubliners, the",Whiskey in the jar,"Celtic, Irish",2022,
8075,CD 208 2 10,"Dubliners, the",Deportees,"Celtic, Irish",2022,
8076,CD 208 2 11,"Dubliners, the",Nora,"Celtic, Irish",2022,
8077,CD 208 2 12,"Dubliners, the","Reels: Love at the endings, The old bush, The Maids of Castlebar","Celtic, Irish",2022,
8078,CD 208 2 13,"Dubliners, the",Liverpool Lou,"Celtic, Irish",2022,
8079,CD 208 2 14,"Dubliners, the",What will we tell the children,"Celtic, Irish",2022,
8080,CD 208 2 15,"Dubliners, the",I'm a man you don't meet every day,"Celtic, Irish",2022,
8081,CD 209 1,Charlotte Church,Just wave hello,,1999,
8082,CD 209 2,Charlotte Church,La pastorella dell' Alpi,,1999,
8083,CD 209 3,Charlotte Church,Barcarolle,,1999,
8084,CD 209 4,Charlotte Church,O mio babbino caro,,1999,
8085,CD 209 5,Charlotte Church,Lascia ch'io pianga,,1999,
8086,CD 209 6,Charlotte Church,"Guide me, O thou great Redeemer",,1999,
8087,CD 209 7,Charlotte Church,The Holy City,,1999,
8088,CD 209 8,Charlotte Church,Plaisir d'amour,,1999,
8089,CD 209 9,Charlotte Church,Summertime,,1999,
8090,CD 209 10,Charlotte Church,The jewel song,,1999,
8091,CD 209 11,Charlotte Church,Voi che sapete (Tell me wahat love is),,1999,
8092,CD 209 12,Charlotte Church,She moved trough the fair,,1999,
8093,CD 209 13,Charlotte Church,Songs my mother taught me (Als die Alte Mutter,,1999,
8094,CD 209 14,Charlotte Church,If thou are near (Bist Du bei mir),,1999,
8095,CD 209 15,Charlotte Church,The last rose of summer,,1999,
8096,,,,,0,
8097,CD 209 16,Charlotte Church,The man of Harlech (Ymdaith Gwyr Harlech),,1999,
8098,CD 209 17,Charlotte Church,Lullaby (Wiegenlied),,1999,
8099,CD 209 18,Charlotte Church,Silent night,Kerst,1999,
8100,CD 210 1,Paul McCartney,Hope of deliverance,,1992,
8101,CD 210 2,Paul McCartney,Big boys Bickering,,1992,
8102,CD 210 3,Paul McCartney,Long leather coat,,1992,
8103,CD 210 4,Paul McCartney,Kicked around no more,,1992,
8104,CD 211 1,Adiemus,Adiemus,"Celtic, Irish reclame Delta Air lines",1995,
8105,CD 211 2,Adiemus,Tintinnabulum,"Celtic, Irish",1995,
8106,CD 211 3,Adiemus,Cantus Inaequalis,"Celtic, Irish",1995,
8107,CD 211 4,Adiemus,Cantus Insolitus,"Celtic, Irish",1995,
8108,CD 211 5,Adiemus,In caelum fero,"Celtic, Irish",1995,
8109,CD 211 6,Adiemus,Cantus Iteratus,"Celtic, Irish",1995,
8110,CD 211 7,Adiemus,Amaté adea,"Celtic, Irish",1995,
8111,CD 211 8,Adiemus,Kayama,"Celtic, Irish",1995,
8112,CD 211 9,Adiemus,Hymn,"Celtic, Irish",1995,
8113,CD 212 1,Earth & Fire,Carnaval of the animals,,1971,
8114,CD 212 2,Earth & Fire,Ebbtide,,1971,
8115,CD 212 3,Earth & Fire,Storm and thunder,,1971,
8116,CD 212 4,Earth & Fire,In the mountain,,1971,
8117,CD 212 5,Earth & Fire,Song of the marching children (div.),,1971,
8118,CD 212 6,Earth & Fire,Atlantis (div.),,1973,
8119,CD 212 7,Earth & Fire,"Maybe tomorrow, maybe tonight",,1973,
8120,CD 212 8,Earth & Fire,Interlude,,1973,
8121,CD 212 9,Earth & Fire,Fanfare,,1973,
8122,CD 212 10,Earth & Fire,Theme from Atlantis,,1973,
8123,CD 212 11,Earth & Fire,"Love, please close the door",,1973,
8124,CD 213 1,Valensia,Tere,,1993,
8125,CD 213 2,Valensia,The sun,,1993,
8126,CD 213 3,Valensia,Scaraboushka,,1993,
8127,CD 213 4,Valensia,Nathalie,,1993,
8128,CD 213 5,Valensia,Tango Tamara,,1993,
8129,CD 213 6,Valensia,T' kylab II,,1993,
8130,CD 213 7,Valensia,T' kylab,,1993,
8131,CD 213 8,Valensia,Megalomania,,1993,
8132,CD 213 9,Valensia,My heart is in your hands,,1993,
8133,CD 213 10,Valensia,Mr 1999,,1993,
8134,CD 213 11,Valensia,Gaia,,1993,
8135,CD 213 12,Valensia,1997,,1993,
8136,CD 214 1,Patsy Christy,Look me up,Country,2022,
8137,CD 214 2,Patsy Christy,Forever only lasts for a weekend,Country,2022,
8138,CD 214 3,Patsy Christy,Leave me alone,Country,2022,
8139,CD 214 4,Patsy Christy,Write me in care of the blues,Country,2022,
8140,CD 214 5,Patsy Christy,You belong to me,Country,2022,
8141,CD 214 6,Patsy Christy,Gown of Sequins,Country,2022,
8142,CD 214 7,Patsy Christy,Mean truckin' mama,Country,2022,
8143,CD 214 8,Patsy Christy,"Wild side of life, I didn't know God made honky tonk angels",Country,2022,
8144,CD 214 9,Patsy Christy,There he goes,Country,2022,
8145,CD 214 10,Patsy Christy,A brand new day,Country,2022,
8146,CD 215 1,Brian May,Too much love will kill you,,1992,
8147,CD 215 2,Brian May,I'm scared,,1992,
8148,CD 215 3,Brian May,Too much love will kill you (guitar version),Instrumentaal,1992,
8149,CD 215 4,Brian May,Driven by you,,1991,
8150,CD 216 1,"Huub Stapel, Ellen ten Damme",Simply beautiful,Reclame Zwitserleven,1996,
8151,CD 216 2,Loïs Lane,Simply beautiful,Reclame Zwitserleven,1996,
8152,CD 217 1,All-4-one,I swear (radio edit),,1994,
8153,CD 217 2,All-4-one,I swear (radio mix),,1994,
8154,CD 217 3,All-4-one,I swear (radio remix),,1994,
8155,CD 217 4,All-4-one,I swear (album version),,1994,
8156,CD 218 1,Bill van Dijk,Het Wilhelmus,Volkslied,2022,
8157,CD 218 2,Karaoke-versie,Het Wilhelmus,Instrumentaal,2022,
8158,CD 219 1,Rednex,Cotton eye Joe (org. single version),,1994,
8159,CD 219 2,Rednex,Cotton eye Joe (madcow mix),,1994,
8160,CD 219 3,Rednex,Cotton eye Joe (madcow instrumental),Instrumentaal,1994,
8161,CD 219 4,Rednex,Cotton eye Joe (overworked mix),,1994,
8162,CD 219 5,Rednex,Cotton eye Joe (org. instrumental),Instrumentaal,1994,
8163,CD 220 1,Twice,Come and take me (radio version),,1991,
8164,CD 220 2,Twice,Come and take me (extended version),,1991,
8165,CD 220 3,Twice,Let's stay together,,1991,
8166,CD 221 1,Abba,Dancing Queen,,1976,
8167,CD 221 2,ABBA,"Knowing mw, knowing you",,1977,
8168,CD 221 3,Abba,Take a chance op me,,1978,
8169,CD 221 4,Abba,Mamma Mia,,1975,
8170,CD 221 5,ABBA,Lay all your love on me,,1980,
8171,CD 221 6,Abba,Souper trouper,,1980,
8172,CD 221 7,ABBA,I have a dream,,1979,
8173,CD 221 8,Abba,The winner takes it all,,1980,
8174,CD 221 9,ABBA,"Money, money, money",,1976,
8175,CD 221 10,Abba,SOS,,1975,
8176,CD 221 11,ABBA,Chiquitita,,1979,data/artwork/8176.jpg
8177,CD 221 12,Abba,Fernando,,1976,
8178,CD 221 13,ABBA,Voulez vous,,1979,
8179,CD 221 14,Abba,Gimme Gimme Gimme (a man after midnight),,1979,
8180,CD 221 15,ABBA,Does your mother know,,1979,data/artwork/8180.jpg
8181,CD 221 16,Abba,One of us,,1981,
8182,CD 221 17,Abba,The name of the game,,1977,
8183,CD 221 18,ABBA,Thank you for the music,,1983,
8184,CD 221 19,ABBA,Waterloo,Engels Songfestival # 1 Zweden,1974,
8185,CD 222 1,Abba,Summer night city,,1978,
8186,CD 222 2,Abba,Angeleyes,,1979,
8187,CD 222 3,ABBA,The day before you came,,1982,
8188,CD 222 4,ABBA,Eagle,,1977,
8189,CD 222 5,Abba,"I do, I do, I do, I do, I do",,1975,
8190,CD 222 6,ABBA,So long,,1974,
8191,CD 222 7,Abba,Honey honey,,1974,
8192,CD 222 8,ABBA,The visitors,,1981,
8193,CD 222 9,Abba,Our last summer,,1980,
8194,CD 222 10,Abba,On & On & On,,1980,
8195,CD 222 11,ABBA,Ring Ring,,1973,
8196,CD 222 12,ABBA,I wonder (Departure),,1977,
8197,CD 222 13,Abba,Lovelight,,1979,
8198,CD 222 14,Abba,Head over heels,,1981,
8199,CD 222 15,ABBA,When I kissed the teacher,,1976,
8200,CD 222 16,ABBA,I am the city,,1993,
8201,CD 222 17,Abba,Cassandra,,1982,
8202,CD 222 18,ABBA,Under attack,,1982,
8203,CD 222 19,Abba,When all is said and done,,1981,
8204,CD 222 20,ABBA,The way old friends do,,1980,
8205,CD 223 1,Engelbert Humperdinck,Close to you (they long to be),,2022,
8206,CD 223 3,Engelbert Humperdinck,After the lovin',,2022,
8207,CD 223 5,Engelbert Humperdinck,Something,,2022,
8208,CD 223 7,Engelbert Humperdinck,"Another time, another place (live)",,2022,
8209,CD 223 9,Engelbert Humperdinck,raindrops keep falling on my head,,2022,
8210,CD 223 11,Engelbert Humperdinck,Love me with all your heart,,2022,
8211,CD 223 13,Engelbert Humperdinck,A man without love (live),,2022,
8212,CD 223 15,Engelbert Humperdinck,Everybody's talkin',,2022,
8213,CD 223 17,Engelbert Humperdinck,Release me (live),,2022,
8214,CD 223 19,Engelbert Humperdinck,Golden live medley,,2022,
8215,CD 223 2,Tom Jones,She's a lady,,1971,
8216,CD 223 4,Tom Jones,Daughter of darkness,,1970,
8217,CD 223 6,Tom Jones,To all the girls I loved before,,2022,
8218,CD 223 8,Tom Jones,You've got a friend,,2022,
8219,CD 223 10,Tom Jones,Delilah (live),,2022,
8220,CD 223 12,Tom Jones,All I ever need is you,,2022,
8221,CD 223 14,Tom Jones,The young New Mexican puppeteer,,2022,
8222,CD 223 16,Tom Jones,You'll never fall in love again,,2022,
8223,CD 223 18,Tom Jones,You'll never walk alone,,2022,
8224,CD 224 1,"Alan Parsons Project, the",La Sagrada familia,,1987,
8225,CD 224 2,"Alan Parsons Project, the",Too late,,1987,
8226,CD 224 3,"Alan Parsons Project, the",Closer to heaven,,1987,
8227,CD 224 4,"Alan Parsons Project, the",Standing on higher ground,,1987,
8228,CD 224 5,"Alan Parsons Project, the",Money talks,,1987,
8229,CD 224 6,"Alan Parsons Project, the",Inside looking out,,1987,
8230,CD 224 7,"Alan Parsons Project, the",Paseo de Gracia,Instrumentaal,1987,
8231,CD 225 1,"Alan Parsons Project, the",Limelight,,1984,
8232,CD 225 2,"Alan Parsons Project, the",The same old sun,,1984,
8233,CD 225 3,"Alan Parsons Project, the",Ammonia Avenue,,1983,
8234,CD 225 4,"Alan Parsons Project, the",Mammagamma,Instrumentaal,1983,
8235,CD 225 5,"Alan Parsons Project, the",Since the last goodbye,,1983,
8236,CD 225 6,"Alan Parsons Project, the",I robot,Instrumentaal,1976,
8237,CD 225 7,"Alan Parsons Project, the",Prime time,,1983,
8238,CD 225 8,"Alan Parsons Project, the",Hawkeye,Instrumentaal,1984,
8239,CD 225 9,"Alan Parsons Project, the",The turn of a friendly card,,1979,
8240,CD 225 10,"Alan Parsons Project, the",Silence and I,,1983,
8241,CD 226 1,Bee Gees,New York mining disaster 1941,,1967,
8242,CD 226 2,Bee Gees,To love somebody,,1967,
8243,CD 226 3,Bee Gees,Massachusetts,,1967,
8244,CD 226 4,Bee Gees,World,,1967,
8245,CD 226 5,Bee Gees,Words,,1968,
8246,CD 226 6,Bee Gees,I've gotta get a message to you,,1968,
8247,CD 226 7,Bee Gees,First of May,,1969,
8248,CD 226 8,Bee Gees,Don't forget to remember,,1969,
8249,CD 226 9,Bee Gees (Robin Gibb),Saved by the bell,,1969,
8250,CD 226 10,Bee Gees,Run to me,,1972,
8251,CD 226 11,Bee Gees,Jive talkin',,1975,
8252,CD 226 12,Bee Gees,Nights on Broadway,,1975,
8253,CD 226 13,Bee Gees,You should be dancing,,1976,
8254,CD 226 14,Bee Gees,How deep is your love,,1977,
8255,CD 226 15,Bee Gees,More than a woman,,1977,
8256,CD 226 16,Bee Gees,Stayin' alive,,1977,
8257,CD 226 17,Bee Gees,Night fever,,1977,
8258,CD 226 18,Bee Gees,Too much heaven,,1978,
8259,CD 226 19,Bee Gees,Tragedy,,1979,
8260,CD 226 20,Bee Gees,You win again,,1987,
8261,CD 226 21,Bee Gees,Ordinary lives,,1989,
8262,CD 227 1,Chris Andrews,Pretty Belinda,,1969,
8263,CD 227 2,Chris Andrews,To whom it concerns,,1965,
8264,CD 227 3,Chris Andrews,Yesterday man,,1965,
8265,CD 227 4,Chris Andrews,I love ya,,2022,
8266,CD 227 5,Chris Andrews,Whatcha gonna do now,,2022,
8267,CD 227 7,Chris Andrews,Long live love,,2022,
8268,CD 227 8,Chris Andrews,First time,,2022,
8269,CD 227 9,Chris Andrews,Do you wanna love me,,2022,
8270,CD 227 10,Chris Andrews,Stop that girl,,2022,
8271,CD 227 11,Chris Andrews,Carol Oh,,1970,
8272,CD 227 12,Chris Andrews,Silver lining,,2022,
8273,CD 227 13,Chris Andrews,Sugar daddy,,2022,
8274,CD 227 14,Chris Andrews,Brown eyes,,2022,
8275,CD 227 15,Chris Andrews,They've all got their eyes on you,,2022,
8276,CD 227 16,Chris Andrews,Lazy days,,2022,
8277,CD 228 1,Fleetwood Mac,Big love,,1987,
8278,CD 228 2,Fleetwood Mac,Seven wonders,,1987,
8279,CD 228 3,Fleetwood Mac,Everywhere,,1987,
8280,CD 228 5,Fleetwood Mac,Tango in the night,,1987,
8281,CD 228 6,Fleetwood Mac,Mystified,,1987,
8282,CD 228 7,Fleetwood Mac,Little lies,,1987,
8283,CD 228 8,Fleetwood Mac,Family man,,1987,
8284,CD 228 9,Fleetwood Mac,Welcome to the room ... Sara,,1987,
8285,CD 228 10,Fleetwood Mac,Isn't it midnight,,1987,
8286,CD 228 12,Fleetwood Mac,"You and I, part II",,1987,
8287,CD 229 1,Supertramp,School,,1990,
8288,CD 229 2,Supertramp,The logical song,,1979,
8289,CD 229 3,Supertramp,Bloody well right,,1974,
8290,CD 229 4,Supertramp,Breakfast in America,,1979,
8291,CD 229 5,Supertramp,It's raining again,,1982,
8292,CD 229 6,Supertramp,Cannonball,,1985,
8293,CD 229 7,Supertramp,From now on,,1977,
8294,CD 229 8,Supertramp,Hide in your shell,,1974,
8295,CD 229 9,Supertramp,Rudy,,1974,
8296,CD 229 10,Supertramp,Give a little bit,,1977,
8297,CD 229 11,Supertramp,Dreamer,,1974,
8298,CD 229 12,Supertramp,Ain't nobody but me,,1975,
8299,CD 229 13,Supertramp,Crime of the century,,1974,
8300,CD 229 14,Supertramp,Take the long way home,,1979,
8301,CD 229 15,Supertramp,Goodbye stranger,,1979,
8302,CD 230 1,Rumba Tres,Rumbamania (medley),Spaans,2022,
8303,CD 230 2,Los Fieras,En la playa,Spaans,2022,
8304,CD 230 3,Junco,Hola mi amor,Spaans,2022,
8305,CD 230 4,Los Reyes,Bamboleo,Spaans,2022,
8306,CD 230 5,The Dutch Men,Culu cucu,Spaans,2022,
8307,CD 230 6,Rumba Tres,Maria Elena,Spaans,2022,
8308,CD 230 7,Paco Aguilera,"Bambala, bambali",Spaans,2022,
8309,CD 230 8,Los Chavis,Amor de mis amores,Spaans,2022,
8310,CD 230 9,Chipen,Gitanos de Juerga,Spaans,2022,
8311,CD 230 10,Mystic,Ritmo de la Noche,Spaans,2022,
8312,CD 230 11,Colegas,Volare,Spaans,2022,
8313,CD 230 12,Rumba Tres,Baila mi rumba,Spaans,2022,
8314,CD 230 13,Carolina,I'm not in love - Soledad,Spaans,2022,
8315,CD 230 14,Camaleon,Arriba la moral,Spaans,2022,
8316,CD 231 1,Maria Mena,Power trip ballad,,2008,
8317,CD 231 2,Maria Mena,Belly up,,2008,
8318,CD 231 3,Maria Mena,All this time (pick me up song),,2008,
8319,CD 231 4,Maria Mena,Cause and effect,,2008,
8320,CD 231 5,Maria Mena,I'm on your side,,2008,
8321,CD 231 6,Maria Mena,Eyesore,,2008,
8322,CD 231 7,Maria Mena,Where were you,,2008,
8323,CD 231 8,I'm in love,Where were you,,2008,
8324,CD 231 8,Maria Mena,I'm in love,,2008,
8325,CD 231 9,Maria Mena,Self-fulfilling prophecy,,2008,
8326,CD 231 10,Maria Mena,I was made for lovin' you,,2008,
8327,CD 231 11,Maria Mena,Dear ....,,2008,
8328,CD 232 1,Maria Mena,Internal Dialogue,,2005,
8329,CD 232 2,Maria Mena,This bottle of wine,,2005,
8330,CD 232 3,Maria Mena,Miss you love,,2005,
8331,CD 232 4,Maria Mena,Boytoy baby,,2005,
8332,CD 232 5,Maria Mena,If you'll stay in my past (part 1),,2005,
8333,CD 232 6,Maria Mena,He's hurting me,,2005,
8334,CD 232 7,Maria Mena,Just hold me,,2005,
8335,CD 232 8,Maria Mena,Long time coming,,2005,
8336,CD 232 9,Maria Mena,If you'll stay in my past (part 2),,2005,
8337,CD 232 10,Maria Mena,Nevermind me,,2005,
8338,CD 232 11,Maria Mena,These shoes,,2005,
8339,CD 232 12,Maria Mena,Our battles,,2005,
8340,CD 232 13,Maria Mena,Calm under the waves,,2005,
8341,CD 232 14,Maria Mena,If you'll stay in my past (part 3),,2005,
8342,CD 233 1 1,Anastacia,I'm outta,,2000,
8343,CD 233 1 2,Jennifer Lopez,Waiting for tonight,,1999,
8344,CD 233 1 3,Christina Aguilera,Genie in a bottle,,1999,
8345,CD 233 1 4,Destiny's child,Say my name,,2000,
8346,CD 233 1 5,Samantha Mumba,Gotta tell you,,2000,
8347,CD 233 6,Sonique,It feels so,,2000,
8348,CD 233 1 7,Macy Gray,I try,,1999,
8349,CD 233 1 8,Lauryn Hill,Ex-factor,,1998,
8350,CD 233 1 9,Moloko,Sing it back,,1999,
8351,CD 233 1 10,"Cardigans, the",Lovefool,,1997,
8352,CD 233 1 11,Des'ree,You gotta be,,1999,
8353,CD 233 1 12,Swing Out Sister,Breakout,,1987,
8354,CD 233 1 13,Texas,In demand,,2000,
8355,CD 233 1 14,Britney Spears,Oops I did it again,,2000,
8356,CD 233 1 15,Jill Scott,Gettin' in the way,,2000,
8357,CD 233 1 16,Mary J Blige,Everything,,1997,
8358,CD 233 1 17,Alison Moyet,Love resurrection,,1984,
8359,CD 233 1 18,Martika,Toy soldiers,,1989,
8360,CD 233 1 19,Sheryl Crow,Everyday is a winding road,,1996,
8361,CD 233 2 1,Mel C ft Lisa 'Left Eye' Lopes,Never be the same again,,2000,
8362,CD 233 2 2,Celine Dion,Think twice,,1995,
8363,CD 233 2 3,Ilse DeLange,World of hurt,,1998,
8364,CD 233 2 4,Toni Braxton,Unbreak my heart,,1996,
8365,CD 233 2 5,Anouk,Michel,,2000,
8366,CD 233 2 6,Shania Twain,You're still the one,,1998,
8367,CD 233 2 7,Neneh Cherry,Woman,,1996,
8368,CD 233 2 8,Gloria Estefan,Anything for you,,1989,
8369,CD 233 2 9,Sade,No ordinary love,,1992,
8370,CD 233 2 10,Oleta Adams,Get here,,1990,
8371,CD 233 2 11,TLC,Waterfalls,,1995,
8372,CD 233 2 12,Lene Marlin,Sitting down here,,2000,
8373,CD 233 2 13,Natalie Imbruglia,Torn,,1997,
8374,CD 233 2 14,Suzanne Vega,Marlene on the wall,,1985,
8375,CD 233 2 15,Cyndi Lauper,True colours,,1986,
8376,CD 233 2 16,Aaliyah,(At your best) You are love,,1994,
8377,CD 233 2 17,Diana Ross,Touch me in the morning,,1973,
8378,CD 233 2 18,Sophie B Hawkins,Damn I wish I was your lover,,1992,
8379,CD 234 1,Spandau Ballet,True,,1983,
8380,CD 234 2,Rob de Nijs & Martine,Duet (Ik hou alleen van jou),,1989,
8381,CD 234 3,Dr Hook,Sharing the night together,,1978,
8382,CD 234 4,David McWilliams,Can I get there by candlelight,,1979,
8383,CD 234 5,Hot Chocolate,It started with a kiss,,1982,
